"pubkey","2025-08-03","2025-08-04","2025-08-05","2025-08-06","2025-08-07","2025-08-08","2025-08-09","2025-08-10","2025-08-11","2025-08-12","2025-08-13","2025-08-14","2025-08-15","2025-08-16","2025-08-17","2025-08-18","2025-08-19","2025-08-20","2025-08-21","2025-08-22","2025-08-23","2025-08-24","2025-08-25","2025-08-26","2025-08-27","2025-08-28","2025-08-29","2025-08-30","2025-08-31","2025-09-01","2025-09-02","2025-09-03","2025-09-04","2025-09-05","2025-09-06","2025-09-07","2025-09-08","2025-09-09","2025-09-10","2025-09-11","2025-09-12","2025-09-13","2025-09-14","2025-09-15","2025-09-16","2025-09-17","2025-09-18","2025-09-19","2025-09-20","2025-09-21","2025-09-22","2025-09-23","2025-09-24","2025-09-25","2025-09-26","2025-09-27","2025-09-28","2025-09-29","2025-09-30","2025-10-01","2025-10-02","2025-10-03","2025-10-04","2025-10-05","2025-10-06","2025-10-07","2025-10-08"
"12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1
"1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1
"1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc",0,0,0,0.04,0.46,1,1,1,1,1,1,1,1,1,1,0.96,0.92,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2EsGVtmMHo9phRWgazxjXDdu2J1yDGPp9t6Lws5SkDWB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2NeqnzhgQBUEyMdWyVAXJjCYA3E2UTYXVdqutSQ27h17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H",1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67
"2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1
"2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1
"2iXZmNQmmgE5ZeTQ1GMhhYGDqDr2BiqdEu3DbGJDo8MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,0.58,1,1,1,0.92,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM",0,0,0,0,0,0.21,1,1,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,0.71,0,0,0,0.62,1,1,1,1,1,1,1
"2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2xKovmftuWNTwCWGtw2Cc6aZovgMZyKaoKK68n1ZLmww",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,0.42,0,0
"2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3ARtLeVB83RoGAwRot8dh74pc2uqbPi6JwbkwDzqk91m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1
"3Pfubj3ytkRxFAGwFb5vtacuZJUxko5Du39xie9MBXuC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1
"3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS",0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3Uwkpd9ZKxhuTDWKuiFbJee9Z1ZJPxpkin9476Bwc7Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3ddX9QcC6DjFqPTysrFWtR48v5g3wJjB862sji4s5Tui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.96,1,1,1,1,1,1,0.92,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s",0,0,0,0,0,0,0,0,0.46,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3j1dv2SP3xtG5vcqiqTSpc9C3h4wQnnzh3aqBcx6fU7h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5",0,0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk",0,0,0,0,0,0,0,0,0,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96
"43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,0.96,1
"44ZDKo96gQR1h2afAA3oXgutUzHcRXH72RYxhtGxzWYk",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"451X5rboJpJtXK2gj4dLsXv8yCGfujqus2HsYjMkkSpE",0,0,0,0,0,0,0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58,1,1,1,0.92,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,0.54
"4CymATQ8a9qJUmCh5ygNFCePNQVgiKGkobvki5i45BiB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4FpN4MBzrB8FUyzNKSxxXzSDWqV7o4HotaypJ8tF4tYg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1
"4JTfCRjd6SzZdoKqdvStHvaKHBYCe9iENAnG4iDTrGW2",0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.96,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1
"4RLcStbSkt5S1Xm4mStup6N13PGyAfAWy7Vs5d7yJRnY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf",0,0,0,0,0,0.04,1,0.92,0.54,0.81,0.46,0,0,0,0,0,0,0,0,0,0,0,0.12,0.88,1,1,0.79,1,1,1,0.92,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,1,1
"4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE",0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1,1,1,1,1,1,1,1
"4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4k6wgP5WPBKQpsFGtzuXNrjcTE2fKWLj17nDvFeG5zSF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1
"4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4uH4G6YiD5G8rU3mtPg73C2Uqamrqedy3FboTZcZrh6x",1,1,0.62,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.83,1,1,1,1,1,1,0.46,0,0,0,0,0,0,0,0,0,0,0,0.75,0.92,1,1,1,0.83,1,1,1,1,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4vXCtYfPeracuQg3a67Zx4jvtJco6MU3LKip8ax6GkVq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5HYjArGt81naevDdwMaEx8yeGNw9jYBSDJa8YavT9Mp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,1,1,1,0.79,1,1,1,1,1,1,1
"5LNEDitSMhApT2uFnmtN7FmjCiGuatpnb2uU4f3shrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"5N8rWeZbNWLJDYTohNfpH4JAXiPhnicVYKrucW1shrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,1,1,1
"5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ",0,0,0,0,0,0.71,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5aD6KB8g4MPt3xJafmMmun86hHMDnoFiGbd5gYiMFZw7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,0.62,0.96,1,1,1,1,1,1,1,1
"5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV",0,0,0,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.42,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,0.96,0.96,1,1,1,1,1,1,1,1
"5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,1,1,1
"5oZ4GSP4waw2fphYoUgdnChN29sH8nRXbBnP5Qa1TnEy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5t4shVsKnUqgjmhK3fFNsvyju2E6Rd7cc4S5pmqqEVEW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.79,1,1,1,0.62,0.96,1,1,1,0.88,1,0.92,1,1,1,1,1,1,1
"5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK",0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
