"pubkey","2025-08-03","2025-08-04","2025-08-05","2025-08-06","2025-08-07","2025-08-08","2025-08-09","2025-08-10","2025-08-11","2025-08-12","2025-08-13","2025-08-14","2025-08-15","2025-08-16","2025-08-17","2025-08-18","2025-08-19","2025-08-20","2025-08-21","2025-08-22","2025-08-23","2025-08-24","2025-08-25","2025-08-26","2025-08-27","2025-08-28","2025-08-29","2025-08-30","2025-08-31","2025-09-01","2025-09-02","2025-09-03","2025-09-04","2025-09-05","2025-09-06","2025-09-07","2025-09-08","2025-09-09","2025-09-10","2025-09-11","2025-09-12","2025-09-13","2025-09-14","2025-09-15","2025-09-16","2025-09-17","2025-09-18","2025-09-19","2025-09-20","2025-09-21","2025-09-22","2025-09-23","2025-09-24","2025-09-25","2025-09-26","2025-09-27","2025-09-28","2025-09-29","2025-09-30","2025-10-01","2025-10-02","2025-10-03","2025-10-04","2025-10-05","2025-10-06","2025-10-07","2025-10-08"
"AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Asugaagtr1sPMXrspRyNzHEGExdAwWafL7QSHjPyMFJU",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96
"BANXwrLTkNHL6vTpKhXn86ySjnbwwGyWf9ExGgwZoiSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,0.71,1,1,1,1
"BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh",0,0,0,0,0,0,0,0,0,0,0.62,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46
"BCjGyexo1i7qpN9CbJ9Zt8avWr4Lb2JRtcm43sJvsgQK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,0.58,0.04,1,1,1,1,1,0.33,0,0.17,1,1,0.79,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1
"BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.04,0.67,1,1,1,1,1,1,1,1,1,1,1,1
"BHCsbYTDVd3wiJiEgjtLcxxj75tYPDbNzUehTeBxMzbY",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J",1,1,1,1,1,0.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1
"BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1
"BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,0.96,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"BXoNGzhaW2R71avxDbMofBTnqH9FMsQmXVAXR1Xshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.88,1,1,0.92,0.92,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1
"By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0.25,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.92,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CARBN9PY1Qej1aCg4885pfoYH8EHfjWuMy59pVa48ky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1
"CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CHED86J97RCtt8HxhNxvUSQWPqFsiftNpWWQd9HZvqvw",0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,0.58,1,1,1,1,1,1,1,1,1,1,1,0.96,0.79,0,0.17,0.04,0.17,0.21,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1
"CNRyYnXZjryxNdSUwztdmVFVuQPXvugQ1d2wtRTjjTb3",0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,1,1,1,1,1
"CZ2xJQHwiojrAgrR2BUNheuWxXGjSVSZrkcxFcAGoSUH",0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,0.92,1,1,0.96,1,1,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZanBzZHFzrGY5qKzaX3CNhJ5smHEMTWFFnoeUi4J6dr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,0.46,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ccw4n1JNzcjdEUTYorfZPATWHfmBKV7BHnJ8YDyzqh5s",0,0,0,0,0,0,0,0,0,0,0,0.79,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CeC95ByA5rd3cFELBgK5nx2hB8o7FynrB2ciNNwHYEib",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,0.92,1,1,1,1,1,1,0.92,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1
"Certusm1sa411sMpV9FPqU5dXAYhmmhygvxJ23S6hJ24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ChB6C6dmNujAi79XtQLPKLL5SWdNLMShA7KKnrMMFF52",0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0.58,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CmHAicGXp6boDhgp7Kb1JbPcvf7GstyK2yMyMxZY2pKU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CnevKtH5zaThFqJmpWZSBzjEMY8bsWiVkkeP6GVSMVgf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1
"CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1
"Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,1
"CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,0.38,1,1,0.71,1,1,1,1,1,1,1,1,1,0.79,1,1,1,1,1,1,1,0.88,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86",0,0,0,0,0,0,0,0,0,0.1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,0.96,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1
"D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1
"D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83,1,1,0.79,0.17,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"D4ujBcx3Wwc6rHhx1DFdTZL7vfDJDE6Y2BvRfE8HovBF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"D6uUDTEgXDf1yzLuQfFFCEKF9a2Ri5trFAWwaUpKB2ji",0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.58,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"D8kuk3qEiVBGwYkuMGKfBDwuRi6jjRkzjAZg45fdaRLx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,0.96,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1
"D8xKNftHzFcCekENuTEcFC1eoL9y8wNHEg4Q5z57KK4e",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DARHT2kULrSdWzL4Fc4hs28s4pfMa4aB92631AHUJkV1",1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DDgVWafunwNr1YeJD89SWqotXuwjzyvZRmpapZPshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"DEgenZMznWXvg5YHaZM75arVTauV453SeXX1UrxcGNup",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.71,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1
"DSRVdh9PQaqAcFtMCbJhyD4yMD5H2EeHNzdbqWctRY4E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,0.58,0,0,0,0,0
"DTELykegBxxEn9c15GbH1zbYFr9CFd8VHQnhTGfz5JLb",0,0,0,0,0,0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DWGupvBwXjUudG1fPqtcuw4qe6ByDzzLhnbr5z7RGWsL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.46,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL",1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,0.38,0.71,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,0.96,1
"DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1
"DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DefiihS7gLkj6xLjjhcr87bFuwpVVNYpeNBaBeFe56CY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1
"DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DqBvkYXi7HjdaKz78yakiDsaGuq1BKrQi3Z5JV6STctz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,1,1,1,1,1,1,0.88,0.21,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA",1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
